Topic,Count,Name,Representation,Representative_Docs
9,179,9_por_sofrimento_amor_raiva,"['por', 'sofrimento', 'amor', 'raiva', 'desapego', 'memória', '', '', '', '']","['1. Sofrimento por amor', '1. Sofrimento por amor', '1. Sofrimento por amor']"
10,173,10_relacionamentos_amor__,"['relacionamentos', 'amor', '', '', '', '', '', '', '', '']","['Amor e relacionamentos', 'Amor e relacionamentos', 'Amor e relacionamentos']"
11,152,11_nostalgia_saudade_saudades_retorno,"['nostalgia', 'saudade', 'saudades', 'retorno', 'reencontro', 'painel', 'ressentimento', 'longeza', 'amizade', 'passado']","['Saudade e nostalgia', 'Saudade e nostalgia', 'Saudade e nostalgia']"
12,152,12_por_sofrimento_amor_,"['por', 'sofrimento', 'amor', '', '', '', '', '', '', '']","['* Sofrimento por amor', '* Sofrimento por amor', '* Sofrimento por amor']"
13,150,13_amorosa_desilusão_amadora_amoureira,"['amorosa', 'desilusão', 'amadora', 'amoureira', 'infelicidade', 'em', 'amor', '', '', '']","['Desilusão amorosa', 'Desilusão amorosa', 'Desilusão amorosa']"
14,140,14_emocional_confusão_confundidos_inconsistência,"['emocional', 'confusão', 'confundidos', 'inconsistência', 'ego', 'caos', 'bagunça', 'indecisão', 'emoções', 'vazio']","['• Confusão emocional', '• Confusão emocional', '• Confusão emocional']"
15,129,15_liberdade_irresponsabilidade_descontrole_descontrato,"['liberdade', 'irresponsabilidade', 'descontrole', 'descontrato', 'vivacidade', 'desligamento', 'euforia', 'solteirice', 'descontrução', 'restrições']","['Liberdade e liberdade', '• Liberdade', 'Liberdade']"
16,122,16_rápida_vida_da_rotineira,"['rápida', 'vida', 'da', 'rotineira', 'intensa', 'vivência', 'apreciação', 'percursos', 'revisão', 'existência']","['Vida Rápida e Instintiva', 'Vida Rápida e Novidade', 'Vida Rápida e Distração']"
17,120,17_memória_nostalgia_nostalgica_13,"['memória', 'nostalgia', 'nostalgica', '13', 'sobreposição', 'poder', 'esquecimento', 'da', 'perda', 'de']","['• Memória e nostalgia', '• Memória e nostalgia', '• Memória e nostalgia']"
18,114,18_introspecção_reflexão_internas_introspecções,"['introspecção', 'reflexão', 'internas', 'introspecções', 'lutas', 'sombria', 'confissões', 'palavras', 'ações', 'sombreamento']","['• Reflexão e introspecção', '• Reflexão e introspecção', '* Reflexão e introspecção']"
19,112,19_pessoalidade_personalidade_orgulho_identidade,"['pessoalidade', 'personalidade', 'orgulho', 'identidade', 'individualismo', 'autenticidade', 'moda', 'individualidade', 'caráter', 'anjo']","['• Pessoalidade e identidade', 'Pessoalidade e Identidade', '• Pessoalidade e identidade']"
20,112,20_doença_sofrimentos_desconforto_insônia,"['doença', 'sofrimentos', 'desconforto', 'insônia', 'sufrição', 'desânimo', 'anestesia', 'desmoronamento', 'silencioso', 'magoação']","['• Doença e sofrimento', 'Doença e sofrimento', 'Doença e sofrimento']"
21,111,21_indecisão_confusão_perplexidade_confundimento,"['indecisão', 'confusão', 'perplexidade', 'confundimento', '', '', '', '', '', '']","['• Confusão e indecisão', '• Confusão e indecisão', '• Confusão e indecisão']"
22,110,22_suggested_topics_are_here,"['suggested', 'topics', 'are', 'here', 'the', '', '', '', '', '']","['Here are the suggested topics:', 'Here are the suggested topics:', 'Here are the suggested topics:']"
23,97,23_guerra_brigas_conflitos_confronto,"['guerra', 'brigas', 'conflitos', 'confronto', 'batalha', 'confrontação', 'conflicto', 'desafio', 'conflito', 'resolução']","['• Conflitos e brigas', 'Conflitos e Brigas', 'Conflitos e brigas']"
24,96,24_por_sofrimento_amor_amoroso,"['por', 'sofrimento', 'amor', 'amoroso', 'não', 'desejo', '', '', '', '']","['Sofrimento por Amor', 'Sofrimento por Amor', 'Sofrimento por Amor']"
25,88,25_sufrição_sofriência_intenso_sofrimento,"['sufrição', 'sofriência', 'intenso', 'sofrimento', 'amor', 'cuidado', 'saúde', 'amoroso', '', '']","['Amor e Sufrição', 'Amor e Sufrição', 'Amor e Sufrição']"
26,86,26_addressed_subjects_describe_that,"['addressed', 'subjects', 'describe', 'that', 'the', 'topics', 'here', 'are', 'being', '']","['Here are the 5 topics that describe the subjects addressed:', 'Here are the 5 topics that describe the subjects addressed:', 'Here are the 5 topics that describe the subjects addressed:']"
27,86,27_frustração_desespero_desesperança_sonho,"['frustração', 'desespero', 'desesperança', 'sonho', 'desamor', '', '', '', '', '']","['• Desespero e frustração', '• Desespero e frustração', '• Desespero e frustração']"
28,82,28_incerteza_confusão_uncertainty_conflict,"['incerteza', 'confusão', 'uncertainty', 'conflict', 'confusion', 'and', 'na', 'vida', '', '']","['• Confusão e incerteza', '• Confusão e incerteza', '• Confusão e incerteza']"
29,75,29_emocional_emocionais_sufocamento_emocionalmente,"['emocional', 'emocionais', 'sufocamento', 'emocionalmente', 'sufocação', 'vazio', 'atrapalhamento', 'manipulação', 'sufoco', 'desgaste']","['Dificuldades Emocionais', '• Dificuldades emocionais', '• Dificuldades emocionais']"
30,75,30_desequilíbrio_estrago_partida_perda,"['desequilíbrio', 'estrago', 'partida', 'perda', 'sufring', 'estragamento', 'dissidências', 'valor', 'afetivo', 'perdas']","['Perda e Desequilíbrio', 'Perda e Desequilíbrio', 'Perda e Desequilíbrio']"
31,72,31_desânimo_desespero_desesperança_espera,"['desânimo', 'desespero', 'desesperança', 'espera', 'apavoramento', 'pranto', 'rota', 'sofocação', 'sórdio', 'alienação']","['Desespero e desânimo', 'Desespero e Desânimo', 'Desespero e desânimo']"
32,72,32_dificuldades_em_relacionamentos_desacerto,"['dificuldades', 'em', 'relacionamentos', 'desacerto', 'perturbação', '', '', '', '', '']","['Dificuldades em relacionamentos', 'Dificuldades em relacionamentos', 'Dificuldades em relacionamentos']"
33,71,33_perda_perdas_amorosas_desilusões,"['perda', 'perdas', 'amorosas', 'desilusões', 'amor', 'painel', 'de', '', '', '']","['Amor e perda', 'Amor e perda', 'Amor e perda']"
34,71,34_rebelião_revolta_rebeldia_individualismo,"['rebelião', 'revolta', 'rebeldia', 'individualismo', 'regras', 'desafio', 'resistência', 'inconformismo', 'insubordinação', 'contradições']","['Rebelião', 'Rebelião', '• Revolta e rebeldia']"
35,71,35_solidão_loneliness_solitude_sozice,"['solidão', 'loneliness', 'solitude', 'sozice', 'acrímino', 'desamparo', 'contra', 'vazio', 'isolamento', 'soziceza']","['• Amor e solidão', 'A solidão e o amor', 'Amor e solidão']"
36,70,36_ilusão_fantasia_ilusões_imaginação,"['ilusão', 'fantasia', 'ilusões', 'imaginação', 'realidade', 'ficção', 'imagem', 'vs', 'farsa', 'imagens']","['• Realidade e ilusão', '* Fantasia e ilusão', '5. Fantasia e ilusão']"
37,70,37_relacionamentos_relações_amor_,"['relacionamentos', 'relações', 'amor', '', '', '', '', '', '', '']","['Amor e Relacionamentos', 'Amor e Relacionamentos', 'Amor e Relacionamentos']"
38,70,38_mudar_vontade_repetir_reinvento,"['mudar', 'vontade', 'repetir', 'reinvento', 'eventos', 'parar', 'de', 'dos', 'despertar', 'me']","['Vontade de mudar', 'Vontade de mudar', 'Vontade de mudar']"
39,69,39_melancolia_saudade_triste_sementes,"['melancolia', 'saudade', 'triste', 'sementes', 'seara', 'sombreamento', 'sossego', 'segredo', 'infelicidade', 'ausência']","['5. Saudade e melancolia', '* Saudade e melancolia', '• Saudade e melancolia']"
40,69,40_ansiedade_impaciência_medo_preocupação,"['ansiedade', 'impaciência', 'medo', 'preocupação', 'volta', 'apreensão', 'insônia', 'inquietação', 'estresse', 'ansiedades']","['Sofrimento e Ansiedade', '• Sofrimento e ansiedade', 'Sofrimento e ansiedade']"
41,69,41_superação_superando_superar_desafio,"['superação', 'superando', 'superar', 'desafio', 'difíceis', 'obstáculos', 'desafios', 'coragem', 'para', 'situação']","['• Vontade de superação', 'Vontade de superação', 'Dificuldades e superação']"
42,68,42_decisão_decisões_escolhas_escolha,"['decisão', 'decisões', 'escolhas', 'escolha', 'difíceis', 'ação', 'consequências', 'importantes', 'tomar', 'erradas']","['Decisão e escolha', '• Decisão e escolha', '• Escolhas e decisões']"
43,68,43_perigo_risco_ameaças_riscos,"['perigo', 'risco', 'ameaças', 'riscos', 'advertências', 'advertência', 'adrenalina', 'aventura', 'arriscar', 'ameaça']","['Risco e perigo', '7. Perigo e risco', '• Risco e perigo']"
44,65,44_sobre_reflexão_vida_própria,"['sobre', 'reflexão', 'vida', 'própria', 'pensamento', 'universo', '19', 'sentido', 'fazer', 'momento']","['Reflexão sobre a vida', '• Reflexão sobre a Vida', '• Reflexão sobre a vida']"
45,63,45_responsabilidade_cuidado_responsabilidades_pecado,"['responsabilidade', 'cuidado', 'responsabilidades', 'pecado', 'compromisso', 'consciência', 'fuga', 'sobriedade', 'sustentabilidade', 'coresponsabilidade']","['Vontade e responsabilidade', '• Responsabilidade', '• Responsabilidade']"
46,62,46_escolha_decisão_liberdade_individual,"['escolha', 'decisão', 'liberdade', 'individual', 'compromisso', 'busca', 'de', 'por', '', '']","['• Liberdade e escolha', '• Liberdade e escolha', '• Liberdade e escolha']"
47,62,47_infidelidade_traição__,"['infidelidade', 'traição', '', '', '', '', '', '', '', '']","['• Infidelidade e traição', '• Infidelidade e traição', '• Infidelidade e traição']"
48,62,48_confiança_comprometimento_posse_promessas,"['confiança', 'comprometimento', 'posse', 'promessas', 'entrega', 'vitória', 'compromisso', 'orgulho', 'cortejo', 'vitoria']","['Confiança', '• Confiança', '• Confiança']"
49,61,49_controle_perda_control_de,"['controle', 'perda', 'control', 'de', 'perder', 'futuro', 'medo', 'do', '', '']","['• Perda de controle', '• Perda de controle', '• Perda de controle']"
50,59,50_comunicação_interpessoal_conversa_comunicativa,"['comunicação', 'interpessoal', 'conversa', 'comunicativa', 'interação', 'communication', 'digital', 'interpretação', 'ex', 'íntima']","['• Relacionamento e comunicação', '• Relacionamento e comunicação', '• Relacionamento e comunicação']"
51,59,51_problemáticos_relacionamentos_mediocras_problemático,"['problemáticos', 'relacionamentos', 'mediocras', 'problemático', 'relações', 'relacionamento', '', '', '', '']","['• Relacionamentos problemáticos', '• Relacionamentos problemáticos', '• Relacionamentos problemáticos']"
52,59,52_falta_aquilo_mim_visto,"['falta', 'aquilo', 'mim', 'visto', 'você', 'isso', 'que', 'em', 'não', '']","['Aquilo que falta', 'Aquilo que falta', 'Aquilo que falta']"
53,58,53_juventude_maturidade_idade_adolescência,"['juventude', 'maturidade', 'idade', 'adolescência', 'infância', 'envelhecimento', 'jovem', 'transição', 'experiência', 'avançada']","['Infância e Juventude', 'Juventude e idade', 'Maturidade e perda da juventude']"
54,57,54_paixão_fonte_imprudente_ocorrências,"['paixão', 'fonte', 'imprudente', 'ocorrências', 'como', 'inspiração', 'amor', 'loucura', 'de', '']","['• Amor e paixão', '• Amor e paixão', '• Amor e paixão']"
55,57,55_conexão_pelo_afeto_atenção,"['conexão', 'pelo', 'afeto', 'atenção', 'busca', 'carinho', 'verdadeiro', 'aceitação', 'lugares', 'perfeita']","['• Busca por conexão e afeto', '• Busca por conexão e afeto', '• Busca pelo amor e conexão']"
56,57,56_amorosa_insensibilidade_desilusão_amores,"['amorosa', 'insensibilidade', 'desilusão', 'amores', 'amar', 'no', 'obsessão', 'infelicidade', 'dificuldade', 'autoestima']","['• Desilusão amorosa', '• Desilusão amorosa', '* Desilusão amorosa']"
57,57,57_bebida_festa_embriaguez_celebração,"['bebida', 'festa', 'embriaguez', 'celebração', '', '', '', '', '', '']","['Festa e Bebida', 'Festa e Bebida', 'Festa e Bebida']"
58,56,58_felicidade_satisfação_feliz_estar,"['felicidade', 'satisfação', 'feliz', 'estar', 'bem', 'contentamento', 'ser', 'encerramento', 'saudeza', 'repercussão']","['• Felicidade e Satisfação', '• Felicidade e satisfação', '2. Felicidade e satisfação']"
59,55,59_addressed_subjects_describe_that,"['addressed', 'subjects', 'describe', 'that', 'topics', 'are', 'here', 'the', 'being', '']","['Here are 5 topics that describe the subjects addressed:', 'Here are 5 topics that describe the subjects addressed:', 'Here are 5 topics that describe the subjects addressed:']"
60,54,60_beber_festas_excesso_bebida,"['beber', 'festas', 'excesso', 'bebida', 'divertir', 'álcool', 'alcoolismo', 'vício', 'diversão', 'descontrole']","['• Vontade de beber e se divertir', '• Vontade de se divertir e beber', '• Vontade de se divertir e beber']"
61,54,61_bebida_festa_socialização_consequências,"['bebida', 'festa', 'socialização', 'consequências', 'com', '', '', '', '', '']","['Festa e bebida', 'Festa e bebida', 'Festa e bebida']"
62,54,62_arrependimento_arrependimentos_regrets_lamento,"['arrependimento', 'arrependimentos', 'regrets', 'lamento', 'confissões', 'pecado', 'culpa', 'remorso', 'pena', 'apologies']","['• Saudade e arrependimento', 'Saudade e arrependimento', '• Saudade e arrependimento']"
63,54,63_memória_nostalgia_reminiscence_and,"['memória', 'nostalgia', 'reminiscence', 'and', '', '', '', '', '', '']","['Memória e nostalgia', 'Memória e nostalgia', 'Memória e nostalgia']"
64,54,64_frustração_desilusão__,"['frustração', 'desilusão', '', '', '', '', '', '', '', '']","['• Desilusão e frustração', '• Desilusão e frustração', '• Desilusão e frustração']"
65,53,65_perdoar_perdão_perdoa_perdoação,"['perdoar', 'perdão', 'perdoa', 'perdoação', 'perdoando', 'superar', 'pardão', 'odiando', 'escapatória', 'perdoe']","['• Perdoar o passado', 'Vontade de Perdoar', '• Amor e perdoar']"
66,53,66_controle_pérdida_control_autocontrole,"['controle', 'pérdida', 'control', 'autocontrole', 'perda', 'de', 'apego', 'falta', '', '']","['Perda de controle', 'Perda de controle', 'Perda de controle']"
67,53,67_decepção_desilusão_desilusões_desapontamento,"['decepção', 'desilusão', 'desilusões', 'desapontamento', 'decepções', '', '', '', '', '']","['• Desilusão e decepção', '• Desilusão e decepção', '* Desilusão e decepção']"
68,52,68_independência_liberdade_fome_individual,"['independência', 'liberdade', 'fome', 'individual', 'de', '', '', '', '', '']","['• Liberdade e independência', '• Liberdade e independência', '• Liberdade e Independência']"
69,52,69_isolamento_solidão_solitude_sós,"['isolamento', 'solidão', 'solitude', 'sós', 'escape', 'ausência', 'and', 'amizade', '', '']","['Solidão e isolamento', '• Solidão e isolamento', '• Solidão e isolamento']"
70,52,70_impotência_inadequação_desespero_irreverência,"['impotência', 'inadequação', 'desespero', 'irreverência', 'incompreensão', 'fragilidade', 'sentimentos', 'de', '', '']","['• Desespero e impotência', '• Desespero e impotência', 'Desespero e impotência']"
71,52,71_problemático_relacionamento_incertos_trouble,"['problemático', 'relacionamento', 'incertos', 'trouble', 'relacionamentos', '', '', '', '', '']","['• Relacionamento problemático', '• Relacionamento problemático', '• Relacionamento problemático']"
72,51,72_paz_tranquilidade_sossego_calma,"['paz', 'tranquilidade', 'sossego', 'calma', 'espírito', 'estabilidade', 'curta', 'inteira', 'peace', 'serenidade']","['Vontade e Paz', 'Vontade e Paz', '• Saudade e paz']"
73,51,73_curso_rumo_na_mudanças,"['curso', 'rumo', 'na', 'mudanças', 'mudar', 'transformação', 'vida', 'da', 'pessoal', 'mudança']","['Vontade de mudar o curso da vida', 'Vontade de mudar o curso da vida', 'Vontade de mudar o curso da vida']"
74,51,74_saudade_perda_reflexões_rejeição,"['saudade', 'perda', 'reflexões', 'rejeição', 'passado', 'sobre', '', '', '', '']","['• Perda e saudade', '• Perda e saudade', '• Perda e saudade']"
75,51,75_comunicação_dificuldades_eficaz_mensagem,"['comunicação', 'dificuldades', 'eficaz', 'mensagem', 'breakdowns', 'comunicar', 'communication', 'alerta', 'mídia', 'aproximação']","['Dificuldades de comunicação', 'Dificuldades de Comunicação', 'Dificuldades de comunicação']"
76,50,76_relacionamentos_relações_amor_relacionamento,"['relacionamentos', 'relações', 'amor', 'relacionamento', '', '', '', '', '', '']","['* Amor e Relacionamentos', '* Amor e relacionamentos', '* Amor e relacionamentos']"
77,49,77_mudança_vontade_de_ameaça,"['mudança', 'vontade', 'de', 'ameaça', 'painel', 'mudanças', '', '', '', '']","['Vontade de mudança', 'Vontade de Mudança', 'Vontade de mudança']"
78,49,78_autodeterminação_autoexpressão_autoafirmação_autocontrole,"['autodeterminação', 'autoexpressão', 'autoafirmação', 'autocontrole', 'autoaceitação', 'liberdade', 'pela', 'autoexpresão', 'autoexpansão', 'autocuidado']","['• Autodeterminação e liberdade', '• Liberdade e autodeterminação', '• Busca pela liberdade e autodeterminação']"
79,49,79_honestidade_sinceridade_verdade_confidência,"['honestidade', 'sinceridade', 'verdade', 'confidência', 'autenticidade', 'honesto', 'honestos', 'sincero', 'realismo', 'honradez']","['Sinceridade e honestidade', '• Sinceridade e honestidade', '• Sinceridade e Honestidade']"
80,49,80_emoções_emoção_intensas_intensos,"['emoções', 'emoção', 'intensas', 'intensos', 'sentimentos', 'razão', 'as', 'sensações', 'sobrepujar', 'vivências']","['• Sentimentos e emoções', 'Vontade e emoções', '• Amor e emoções']"
81,48,81_sentimentos_sobreposição_perturbadores_sentimento,"['sentimentos', 'sobreposição', 'perturbadores', 'sentimento', 'profundos', 'sentimentais', 'sensações', 'mistos', 'renascentes', 'pouco']","['• Sobreposição de sentimentos', '• Mudança de sentimentos', '3. Conflito de sentimentos']"
82,48,82_incerteza_incertezas_pânico_certeza,"['incerteza', 'incertezas', 'pânico', 'certeza', 'risco', 'estranhamento', 'medo', 'incertidumbres', 'atraso', 'incertidões']","['• Pânico e incerteza', '• Pânico e incerteza', 'Pânico e incerteza']"
83,48,83_esperança_dúvida_aviso_incerteza,"['esperança', 'dúvida', 'aviso', 'incerteza', 'sinais', 'recusa', 'continuidade', 'compensação', 'encanto', 'união']","['Amor e esperança', 'Esperança e esperança', '5. Esperança']"
84,47,84_traição_enganação_chances_cena,"['traição', 'enganação', 'chances', 'cena', 'maldade', 'traidura', 'desfeita', 'deserção', 'desamor', 'consequências']","['• Sofrimento e traição', '* Sofrimento e traição', 'Traição']"
85,47,85_família_laços_afetivos_familiares,"['família', 'laços', 'afetivos', 'familiares', 'famíliares', 'relações', 'relacionamentos', 'mau', 'amorosas', 'familiar']","['• Família e relacionamentos', 'Família e relacionamentos', 'Família e relacionamentos']"
86,47,86_romântica_esperanças_românticas_romanticos,"['romântica', 'esperanças', 'românticas', 'romanticos', 'desilusão', 'romântico', 'desejos', 'obsessão', 'desespero', '']","['• Desilusão romântica', 'Desilusão romântica', '• Desilusão romântica']"
87,47,87_resignação_renúncia_parar_desistência,"['resignação', 'renúncia', 'parar', 'desistência', 'ajustamento', 'velhice', 'conformismo', 'conformidade', 'mortalidade', 'desânimo']","['Desilusão e resignação', 'Desilusão e resignação', '• Desilusão e resignação']"
88,47,88_agressividade_violência_agressão_drama,"['agressividade', 'violência', 'agressão', 'drama', 'dramas', 'conflicto', 'tortura', 'agitação', 'confronto', 'conflito']","['Violência e agressividade', '• Agressividade e violência', 'Violência e agressividade']"
89,46,89_infidelidade_suspeita_desconfiança_desamor,"['infidelidade', 'suspeita', 'desconfiança', 'desamor', 'uso', 'decepção', 'desilusão', 'dor', 'despedidas', 'arrependimento']","['• Infidelidade e desilusão', 'Infidelidade e Desilusão', 'Desilusão e Infidelidade']"
90,46,90_expectativas_realizadas_atendidas_não,"['expectativas', 'realizadas', 'atendidas', 'não', 'satisfeitas', 'decepções', 'expectativa', 'aspirações', 'disillusionment', 'expectations']","['Comunicação e expectativas', '• Perda de controle e expectativas', 'Relacionamentos e expectativas']"
91,46,91_mesmo_si_autoconhecimento_autoexplicação,"['mesmo', 'si', 'autoconhecimento', 'autoexplicação', 'reflexão', 'próprio', 'consciência', 'análise', 'seleção', 'inner']","['* Conhecimento e aceitação de si mesmo', '• Sobre a si mesmo', '• Reflexão sobre si mesmo']"
92,46,92_desilusão_amorosa__,"['desilusão', 'amorosa', '', '', '', '', '', '', '', '']","['Desilusão', 'Desilusão', 'Desilusão']"
93,46,93_insegurança_insecurities_incondicionalidade_dúvidas,"['insegurança', 'insecurities', 'incondicionalidade', 'dúvidas', 'preocupação', 'dúvida', 'ansiedade', 'machucação', 'desconfiança', 'medo']","['• Confusão e insegurança', 'Insegurança e Desespero', '• Sofrimento por insegurança']"
94,46,94_com_vida_insipidez_desilusão,"['com', 'vida', 'insipidez', 'desilusão', 'sua', 'reclamações', 'inconformidade', 'adulta', 'mundo', 'desilusões']","['• Desilusão com a vida', 'Desilusão com a vida', '2. Desilusão com a vida']"
95,46,95_sufoco_vazio_sufocação_desespero,"['sufoco', 'vazio', 'sufocação', 'desespero', 'exílio', 'passionado', 'euforia', 'consumismo', 'solitário', 'salvção']","['• Desespero e Sufoco', 'Desespero e Sufoco', '• Desespero e Sufoco']"
96,45,96_interesse_amoral_despeito_desinteresse,"['interesse', 'amoral', 'despeito', 'desinteresse', 'pregaça', 'prepotência', 'issoção', 'desdém', 'indefinição', 'desânimo']","['• Falta de interesse ou desapego', 'Falta de Interesse', '• Desilusão e perda de interesse']"
97,45,97_desapego_indiferença_liberdade_destruição,"['desapego', 'indiferença', 'liberdade', 'destruição', 'após', 'pérdida', 'comprometimento', 'momentos', 'ausência', 'esquecimento']","['Desapego e Liberdade', 'Desapego e liberdade', 'Desapego e liberdade']"
98,45,98_amizades_amigos_amizade_interpessoais,"['amizades', 'amigos', 'amizade', 'interpessoais', 'camaradagem', 'amiga', 'fiel', 'amigo', 'dilemas', 'conselhos']","['* Relacionamentos e amizades', '• Relacionamentos e amizades', '• Relacionamentos e amizades']"
99,45,99_partida_despedidas_ausências_despedida,"['partida', 'despedidas', 'ausências', 'despedida', 'boa', 'comenzões', 'realizada', 'esquecimento', 'partidas', 'reencontros']","['Despedida e partida', '* Despedida e partida', 'Despedida e partida']"
100,45,100_felicidade_pela_busca_significado,"['felicidade', 'pela', 'busca', 'significado', 'paraíso', 'sensação', 'melhor', 'pelo', 'inspiração', 'conexão']","['Busca pela Felicidade', '• Busca pela felicidade', '• Busca pela felicidade']"
101,44,101_libertação_liberação_desapego_desabafamento,"['libertação', 'liberação', 'desapego', 'desabafamento', 'soltura', 'abertura', 'vagabundagem', 'superação', 'desistência', 'euforia']","['Desapego e Libertação', '• Desapego e libertação', '• Desapego e libertação']"
102,44,102_saudades_recordações_lembranças_autobiografia,"['saudades', 'recordações', 'lembranças', 'autobiografia', 'namorado', 'memória', 'nostálgia', 'lembrança', 'memórias', 'reminiscências']","['• Saudades e lembranças', '• Saudades e recordações', '• Recordações e Saudades']"
103,44,103_problemas_no_relacionamento_relationship,"['problemas', 'no', 'relacionamento', 'relationship', 'na', 'issues', 'desafios', 'de', 'relação', '']","['Problemas de relacionamento', 'Problemas de relacionamento', 'Problemas de relacionamento']"
104,44,104_fim_uma_desenvolvendo_relação,"['fim', 'uma', 'desenvolvendo', 'relação', 'namorar', 'passos', 'estável', 'primeiros', 'continuidade', 'sementes']","['• Fim de relacionamento', '• Fim de relacionamento', '2. Fim de relacionamento']"
105,44,105_mentira_mentiras_enganos_engano,"['mentira', 'mentiras', 'enganos', 'engano', 'hipocrisia', 'desonestidade', 'falsidade', 'enganação', 'fingimento', 'insucesso']","['Desilusão e mentira', 'Mentira e Desilusão', 'Mentira']"
106,44,106_noturna_noite_festas_despesa,"['noturna', 'noite', 'festas', 'despesa', 'escuridão', 'escura', 'libertino', 'nighttime', 'rebolção', 'noturno']","['Vida noturna', '• Vida noturna', 'Vida noturna']"
107,44,107_passado_memórias_do_impactos,"['passado', 'memórias', 'do', 'impactos', 'memória', 'seus', 'recuperação', 'sobre', 'reflexão', '']","['• Memórias do passado', '2. Memórias do passado', '• Memórias do passado']"
108,44,108_desperdício_desencantamento_cair_desaprendizado,"['desperdício', 'desencantamento', 'cair', 'desaprendizado', 'pedeja', 'stars', 'armadilha', 'murmúrios', 'sobremesa', 'do']","['Desperdício de Amor', 'Desperdício de amor', 'Desperdício de Amor']"
109,44,109_rejeição_fúria_odiado_evitação,"['rejeição', 'fúria', 'odiado', 'evitação', 'rejeitar', 'rejeitado', 'insignificância', 'social', 'aproximar', 'odeio']","['• Desilusão e rejeição', '• Desilusão e rejeição', '• Desilusão e rejeição']"
110,43,110_parentesco_família_sangue_origem,"['parentesco', 'família', 'sangue', 'origem', 'herança', 'familiar', 'laços', 'obrigação', 'rixa', 'domésticos']","['• Família e parentesco', '• Família e parentesco', '• Família e parentesco']"
111,43,111_amizade_relacionamentos_românticos_amizades,"['amizade', 'relacionamentos', 'românticos', 'amizades', 'fim', 'relacionamento', 'relação', 'de', '', '']","['Amizade e relacionamentos', 'Amizade e relacionamentos', 'Amizade e relacionamentos']"
112,43,112_viagem_aventura_exploração_descoberta,"['viagem', 'aventura', 'exploração', 'descoberta', 'movimento', 'cruzados', 'caminhos', 'acampamento', 'exploration', 'pescaria']","['Viagem e aventura', 'Viagem e aventura', '3. Viagem e aventura']"
113,43,113_dor_física_doença_físico,"['dor', 'física', 'doença', 'físico', 'sufrição', 'alívio', 'agonia', 'ou', 'atração', 'infelicidade']","['• Doença ou dor física', '• Doença ou dor física', '• Doença ou dor física']"
114,43,114_amizade_desencantamento_desejo_nostalgia,"['amizade', 'desencantamento', 'desejo', 'nostalgia', '', '', '', '', '', '']","['Amizade', 'Amizade', 'Amizade']"
115,43,115_passado_sobre_reflexão_tempo,"['passado', 'sobre', 'reflexão', 'tempo', 'refletir', 'passada', 'experiência', 'maturidade', 'uma', '']","['• Reflexão sobre o passado', '• Reflexão sobre o passado', '• Reflexão sobre o passado']"
