Topic,Count,Name,Representation,Representative_Docs
28,96,28_perdas_desequilíbrio_suficiência_estrago,"['perdas', 'desequilíbrio', 'suficiência', 'estrago', 'partida', 'perder', 'perda', 'abandono', 'saida', 'sobrevida']","['mudanças e perdas', 'perdas e mudanças', 'mudanças e perdas']"
29,96,29_problemáticos_relacionamentos_sustentação_de,"['problemáticos', 'relacionamentos', 'sustentação', 'de', '', '', '', '', '', '']","['relacionamentos problemáticos', 'relacionamentos problemáticos', 'relacionamentos problemáticos']"
30,96,30_vitória_conquista_superação_realização,"['vitória', 'conquista', 'superação', 'realização', 'superando', 'superar', 'adaptar', 'desafios', 'obstáculos', 'dificuldades']","['vitória e conquista', 'conquista e vitória', 'vitória e conquista']"
31,92,31_vigilância_traição_enganação_falsidade,"['vigilância', 'traição', 'enganação', 'falsidade', 'corrupção', 'traidura', 'maldade', 'traições', 'proteção', 'investigação']","['vigilância e proteção', 'vigilância e proteção', 'vigilância e proteção']"
32,91,32_incerteza_confusão_uncertainty_estranhamento,"['incerteza', 'confusão', 'uncertainty', 'estranhamento', 'conflict', 'confusion', 'estranheza', 'and', 'incertezas', 'social']","['confusão e incerteza', 'confusão e incerteza', 'confusão e incerteza']"
33,91,33_solidão_solitária_loneliness_urbana,"['solidão', 'solitária', 'loneliness', 'urbana', 'solitude', 'solteira', 'vazio', 'solteiro', 'sozinho', 'ficar']","['amor e solidão', 'a solidão e o amor', 'amor e solidão']"
34,91,34_erros_erro_imperfeição_imperfeições,"['erros', 'erro', 'imperfeição', 'imperfeições', 'falhas', 'defeitos', 'aprendizado', 'perfeição', 'passadas', 'arrependimentos']","['reflexão sobre erros', 'confusão e erros', 'sofrimento por erros']"
35,90,35_mudar_vontade_eventos_mudanç,"['mudar', 'vontade', 'eventos', 'mudanç', 'dos', 'curso', 'mudançar', 'decidir', 'repetir', 'jogar']","['vontade de mudar', 'vontade de mudar', 'vontade de mudar']"
36,89,36_passado_memórias_do_história,"['passado', 'memórias', 'do', 'história', 'lembranças', 'memória', 'longos', 'preservação', 'impactos', 'anos']","['memórias do passado', 'memórias do passado', 'memórias do passado']"
37,87,37_frustração_desilusão_atual_descontentamento,"['frustração', 'desilusão', 'atual', 'descontentamento', 'situação', 'expectativa', 'sentimentos', 'decepção', 'com', 'perda']","['desilusão e frustração', 'desilusão e frustração', 'desilusão e frustração']"
38,87,38_emocional_descontrole_sufocamento_desequilíbrio,"['emocional', 'descontrole', 'sufocamento', 'desequilíbrio', 'emocionalmente', 'emocionais', 'sufocação', 'preso', 'vazio', 'atrapalhamento']","['descontrole emocional', 'descontrole emocional', 'descontrole emocional']"
39,86,39_decepção_desilusões_desapontamento_desilusão,"['decepção', 'desilusões', 'desapontamento', 'desilusão', 'desapontamentos', 'decepções', 'inquietude', 'complicação', 'acrídio', 'desencontros']","['desilusão e decepção', 'desilusão e decepção', 'desilusão e decepção']"
40,86,40_desilusão_perda_desapontamentos_perdas,"['desilusão', 'perda', 'desapontamentos', 'perdas', 'desapontamento', 'decepções', 'decepção', '', '', '']","['desilusão e perda', 'desilusão e perda', 'desilusão e perda']"
41,85,41_saudade_perda_perdida_perdas,"['saudade', 'perda', 'perdida', 'perdas', 'saudades', '', '', '', '', '']","['perda e saudade', 'perda e saudade', 'perda e saudade']"
42,84,42_perda_perdição_sofrimento_por,"['perda', 'perdição', 'sofrimento', 'por', '', '', '', '', '', '']","['sofrimento e perda', 'sofrimento e perda', 'sofrimento e perda']"
43,83,43_ilusão_fantasia_ilusões_imaginação,"['ilusão', 'fantasia', 'ilusões', 'imaginação', 'realidade', 'falsa', 'vs', 'ficção', 'imagem', 'percepção']","['realidade e ilusão', 'ilusão e realidade', 'realidade e ilusão']"
44,83,44_desilusão___,"['desilusão', '', '', '', '', '', '', '', '', '']","['desilusão', 'desilusão', 'desilusão']"
45,81,45_autodeterminação_autoexpressão_autoafirmação_autoestima,"['autodeterminação', 'autoexpressão', 'autoafirmação', 'autoestima', 'autoaceitação', 'autocontrole', 'autoaceitamento', 'libertação', 'autoconhecimento', 'liberdade']","['autodeterminação e liberdade', 'busca pela liberdade e autodeterminação', 'autodeterminação e libertação']"
46,79,46_problemático_relacionamento_trouble_incertos,"['problemático', 'relacionamento', 'trouble', 'incertos', 'relacionamentos', '', '', '', '', '']","['relacionamento problemático', 'relacionamento problemático', 'relacionamento problemático']"
47,79,47_escolha_liberdade_decisão_poder,"['escolha', 'liberdade', 'decisão', 'poder', 'individual', 'escolhas', 'autonomia', 'compromisso', 'de', 'busca']","['liberdade e escolha', 'liberdade e escolha', 'liberdade e escolha']"
48,78,48_deslumbramento_paixão_razão_emoção,"['deslumbramento', 'paixão', 'razão', 'emoção', 'encantamento', 'loucura', 'paixões', 'doença', 'intimidade', 'intensidade']","['deslumbramento', 'deslumbramento e paixão', 'deslumbramento e paixão']"
49,78,49_emoções_sentimentos_emoção_perturbadores,"['emoções', 'sentimentos', 'emoção', 'perturbadores', 'sensações', 'intensos', 'intensas', 'sentimento', 'razão', 'profundos']","['sentimentos e emoções', 'emoções e sentimentos', 'sentimentos e emoções']"
50,77,50_desapego_liberdade_praia_lazer,"['desapego', 'liberdade', 'praia', 'lazer', 'obsessão', 'destino', 'desejo', 'de', '', '']","['desapego e liberdade', 'desapego e liberdade', 'desapego e liberdade']"
51,77,51_conversa_conversas_comunicação_falar,"['conversa', 'conversas', 'comunicação', 'falar', 'escuta', 'comunicar', 'eficaz', 'fala', 'sincera', 'banalidade']","['conversa e comunicação', 'comunicação e conversa', 'conversa e comunicação']"
52,76,52_perdão_perdoar_perdoão_redenção,"['perdão', 'perdoar', 'perdoão', 'redenção', 'perdoa', 'perdoando', 'perdoação', 'superar', 'compaixão', 'confessão']","['perdão e reflexão', 'perdão e liberdade', 'perdão e amor']"
53,75,53_esperança_esperar_espera_transcendência,"['esperança', 'esperar', 'espera', 'transcendência', 'renascimento', 'reencontro', 'ilusão', 'aviso', 'ansiosa', 'renovada']","['esperança e saudade', 'esperança', 'esperança e esperança']"
54,75,54_mudança_vontade_preparação_transformação,"['mudança', 'vontade', 'preparação', 'transformação', 'progresso', 'de', 'recomeço', 'planejamento', 'ambiente', 'saída']","['vontade de mudança', 'vontade de mudança', 'vontade de mudança']"
55,73,55_desespero_perda_desesperança_desolada,"['desespero', 'perda', 'desesperança', 'desolada', 'perte', 'ameaçando', 'perdidos', 'miséria', 'infelicidade', 'medo']","['desespero e perda', 'desespero e perda', 'desespero e perda']"
56,73,56_impulsividade_necessidade_sedução_hipnose,"['impulsividade', 'necessidade', 'sedução', 'hipnose', 'irresistível', 'vontade', 'impulso', 'amanhã', 'instintos', 'compulsão']","['vontade e necessidade', 'vontade e necessidade', 'vontade e necessidade']"
57,73,57_desespero_sensações_suffering_sufrição,"['desespero', 'sensações', 'suffering', 'sufrição', 'sofrimento', 'desamparo', 'longing', 'and', 'luta', 'de']","['desespero e sofrimento', 'desespero e sofrimento', 'desespero e sofrimento']"
58,72,58_passado_sobre_reflexão_refletir,"['passado', 'sobre', 'reflexão', 'refletir', 'reflexões', 'influência', 'presente', 'vozes', 'reflito', 'repercussões']","['reflexão sobre o passado', 'reflexão sobre o passado', 'reflexão sobre o passado']"
59,72,59_vulnerabilidade_exposição_fragilidade_machucar,"['vulnerabilidade', 'exposição', 'fragilidade', 'machucar', 'medo', 'ameaça', 'desamparo', 'humana', 'fraca', 'reconhecendo']","['vulnerabilidade', 'vulnerabilidade', 'vulnerabilidade']"
60,71,60_sinceridade_honestidade_verdade_confissão,"['sinceridade', 'honestidade', 'verdade', 'confissão', 'confidência', 'autenticidade', 'franqueza', 'honesto', 'honestos', 'realismo']","['sinceridade e honestidade', 'sinceridade e honestidade', 'sinceridade e honestidade']"
61,70,61_namoro_afetos_ajustes_recuperação,"['namoro', 'afetos', 'ajustes', 'recuperação', 'encontros', 'painel', 'uma', 'afeição', 'um', 'reconstrução']","['relacionamentos e namoro', 'relacionamento e namoro', 'relação de namoro']"
62,70,62_sexo_feminina_sexual_sedução,"['sexo', 'feminina', 'sexual', 'sedução', 'sexualidade', 'mulher', 'sensualidade', 'mulheres', 'desire', 'sexuais']","['sexo, paixão e relacionamentos', 'sexo e paixão', 'sedução e sexo']"
63,70,63_em_com_desilusão_relacionamentos,"['em', 'com', 'desilusão', 'relacionamentos', 'desilusões', 'termo', 'casal', 'terminação', 'frustrados', 'encanto']","['desilusão em relacionamentos', 'desilusão em relacionamentos', 'desilusão em relacionamentos']"
64,69,64_vingança_retalhação_reação_justiça,"['vingança', 'retalhação', 'reação', 'justiça', 'revanche', 'punho', 'magoamento', 'retaliation', 'rejeição', 'vingar']","['vingança', 'vingança', 'vingança']"
65,69,65_bebida_festa_beber_vinho,"['bebida', 'festa', 'beber', 'vinho', 'comida', 'festejo', 'festividade', 'celebração', 'socialização', 'consequências']","['bebida e festa', 'bebida e festa', 'bebida e festa']"
66,68,66_culpa_responsabilidade_culpabilidade_cuidado,"['culpa', 'responsabilidade', 'culpabilidade', 'cuidado', 'consequências', 'coresponsabilidade', 'punição', 'sustentabilidade', 'criação', 'penas']","['responsabilidade e culpa', 'responsabilidade e culpa', 'responsabilidade e culpa']"
67,68,67_identidade_autoconhecimento_autorreconhecimento_própria,"['identidade', 'autoconhecimento', 'autorreconhecimento', 'própria', 'autorrealização', 'autoimagem', 'crise', 'pessoalidade', 'percepção', 'autoexpressão']","['identidade e autoconhecimento', 'autoconhecimento e identidade', 'identidade e autoconhecimento']"
68,67,68_sobre_reflexão_vida_própria,"['sobre', 'reflexão', 'vida', 'própria', 'contemplativa', 'significativo', 'pensamento', 'universo', 'sentido', 'mais']","['reflexão sobre a vida', 'reflexão sobre a vida', 'reflexão sobre a vida']"
69,66,69_lembrança_memória_reminiscência_recordações,"['lembrança', 'memória', 'reminiscência', 'recordações', 'rememoração', 'indeléveis', 'nostálgia', 'memento', 'apreciação', 'descrição']","['memória e lembrança', 'memória e lembrança', 'memória e lembrança']"
70,65,70_problemática_amoroso_competição_amorosas,"['problemática', 'amoroso', 'competição', 'amorosas', 'amorosa', 'amorosos', 'relação', 'problemático', 'desgastados', 'amantes']","['relação amorosa problemática', 'relação amorosa problemática', 'relação amorosa problemática']"
71,65,71_juventude_infância_adolescência_brincadeira,"['juventude', 'infância', 'adolescência', 'brincadeira', 'educação', 'afectividade', 'solta', 'meninismo', 'brinquedos', 'brinquedo']","['infância e juventude', 'infância e juventude', 'infância e juventude']"
72,65,72_melancolia_melancholia_saudade_melancholy,"['melancolia', 'melancholia', 'saudade', 'melancholy', 'saudades', '', '', '', '', '']","['melancolia e saudade', 'melancolia e saudade', 'melancolia e saudade']"
73,65,73_viver_plenamente_intensamente_máximo,"['viver', 'plenamente', 'intensamente', 'máximo', 'vontade', 'aproveitar', 'afundar', 'vivi', 'rendê', 'experimentar']","['vontade de viver', 'vontade de viver', 'vontade de viver']"
74,64,74_introspecção_autoconhecimento_introspeção_autodescrição,"['introspecção', 'autoconhecimento', 'introspeção', 'autodescrição', 'perguntação', 'autoimagem', 'autoquestionamento', 'autodescoberta', 'inspiração', 'auto']","['autoconhecimento e introspecção', 'autoconhecimento e introspecção', 'a introspecção e o autoconhecimento']"
75,64,75_autoconfiança_autoestima_confiança_mesmo,"['autoconfiança', 'autoestima', 'confiança', 'mesmo', 'si', 'assertividade', 'elegância', 'realizações', 'autorrespeito', 'empoderamento']","['autoestima e confiança', 'autoconfiança e autoestima', 'autoconfiança e autoestima']"
76,63,76_transformação_transformações_mudanças_transição,"['transformação', 'transformações', 'mudanças', 'transição', 'mudança', 'perspectiva', 'deslocamento', 'evolução', 'transiência', 'assunto']","['mudanças e transformações', 'mudanças e transformações', 'transformação e mudanças']"
77,63,77_rebelião_revolta_rebeldia_individualismo,"['rebelião', 'revolta', 'rebeldia', 'individualismo', 'regras', 'desafio', 'resistência', 'inconformismo', 'contradições', 'contestação']","['rebelião', 'rebelião', 'revolta e rebeldia']"
78,63,78_despedida_despedidas_saudades_saudade,"['despedida', 'despedidas', 'saudades', 'saudade', 'saudoso', '', '', '', '', '']","['despedida e saudade', 'despedida e saudade', 'despedida e saudade']"
79,63,79_cotidiana_experiências_quotidiana_painel,"['cotidiana', 'experiências', 'quotidiana', 'painel', 'distração', 'vida', 'diária', 'pessoais', 'da', 'tecnologia']","['painel da vida cotidiana', 'painel da vida cotidiana', 'painel da vida cotidiana']"
80,62,80_identidade_erosão_perda_confinamento,"['identidade', 'erosão', 'perda', 'confinamento', 'de', 'perdida', 'perder', 'desamor', 'mudanças', 'da']","['perda de identidade', 'perda de identidade', 'perda de identidade']"
81,62,81_pessoalidade_personalidade_individualismo_identidade,"['pessoalidade', 'personalidade', 'individualismo', 'identidade', 'moda', 'pessoalismo', 'multiplicidade', 'masculina', 'anjo', 'caráter']","['pessoalidade e identidade', 'pessoalidade e identidade', 'pessoalidade e identidade']"
82,61,82_libertação_liberação_desapego_desabafamento,"['libertação', 'liberação', 'desapego', 'desabafamento', 'soltura', 'abertura', 'vagabundagem', 'desenvolvimentos', 'evolução', 'superação']","['perda e libertação', 'libertação', 'libertação']"
83,61,83_perigo_risco_ameaças_riscos,"['perigo', 'risco', 'ameaças', 'riscos', 'advertência', 'adrenalina', 'emergência', 'advertências', 'aventura', 'perigosas']","['risco e perigo', 'risco e perigo', 'risco e perigo']"
84,60,84_desânimo_desespero__,"['desânimo', 'desespero', '', '', '', '', '', '', '', '']","['desespero e desânimo', 'desespero e desânimo', 'desespero e desânimo']"
85,60,85_despedida_troca_perda_entre,"['despedida', 'troca', 'perda', 'entre', 'renúncia', 'liberação', 'sobrevivência', 'liberdade', 'fim', 'luta']","['despedida e perda', 'despedida e perda', 'despedida e perda']"
86,59,86_vazio_ausência_esconder_isolamento,"['vazio', 'ausência', 'esconder', 'isolamento', 'interior', 'desolação', 'inverno', 'nada', 'insignificável', 'intelectual']","['vazio e ausência', 'vazio e ausência', 'vazio e ausência']"
87,59,87_dor_agonia_magoa_dores,"['dor', 'agonia', 'magoa', 'dores', 'sufrição', 'desconforto', 'lamentação', 'sofrimento', 'pessoais', 'painel']","['sofrimento e dor', 'sofrimento e dor', 'sofrimento e dor']"
88,58,88_autoridade_poder_liderança_controle,"['autoridade', 'poder', 'liderança', 'controle', 'domínio', 'supremacia', 'desacato', 'realeza', 'dono', 'lei']","['poder e autoridade', 'poder e autoridade', 'poder e autoridade']"
89,58,89_problemas_problema_relacionamento_relationship,"['problemas', 'problema', 'relacionamento', 'relationship', 'issues', 'de', 'do', 'relação', 'relacionamentos', '']","['problemas de relacionamento', 'problemas de relacionamento', 'problemas de relacionamento']"
90,58,90_amizade_convivio_relacionamentos_casamento,"['amizade', 'convivio', 'relacionamentos', 'casamento', 'pessoal', 'busca', 'vida', 'relacionamento', 'de', '']","['amizade e relacionamentos', 'amizade e relacionamentos', 'amizade e relacionamentos']"
91,57,91_noturna_noite_seara_sono,"['noturna', 'noite', 'seara', 'sono', 'noites', 'iluminação', 'cidade', 'lazer', 'insônia', 'despertar']","['vida noturna', 'vida noturna', 'vida noturna']"
92,57,92_indiferença_desapego_apatia_ignorante,"['indiferença', 'desapego', 'apatia', 'ignorante', 'cegueira', 'explicações', 'felizmente', 'ignorância', 'descrença', 'distanciamento']","['desapego e indiferença', 'desapego e indiferença', 'desapego e indiferença']"
93,56,93_partida_saída_parting_conclusão,"['partida', 'saída', 'parting', 'conclusão', 'fim', 'despedida', 'partidas', 'era', 'perturbadoramente', 'fechamento']","['despedida e partida', 'despedida e partida', 'despedida e partida']"
94,56,94_saudades_anseio_ausência_afastamento,"['saudades', 'anseio', 'ausência', 'afastamento', 'improvável', 'conformação', 'incompletas', 'pertences', 'desencontros', 'incompletude']","['saudades', 'saudades', 'saudades e ausência']"
95,56,95_mentira_mentiras_enganos_engano,"['mentira', 'mentiras', 'enganos', 'engano', 'falsidade', 'hipocrisia', 'enganação', 'desonestidade', 'desacreditamento', 'verdades']","['mentira e desilusão', 'mentira', 'mentira']"
96,55,96_destino_sorte_azar_fatalidade,"['destino', 'sorte', 'azar', 'fatalidade', 'predestinação', 'fatalismo', 'mistério', 'coincidência', 'fortuna', 'inescapável']","['reflexão sobre o destino', 'reflexão sobre o destino', 'reflexão sobre o destino']"
97,55,97_autonomia_liberdade_libertade_individual,"['autonomia', 'liberdade', 'libertade', 'individual', 'independência', '', '', '', '', '']","['liberdade e autonomia', 'liberdade e autonomia', 'autonomia e liberdade']"
98,55,98_lamentação_lamento_arrependimento_pena,"['lamentação', 'lamento', 'arrependimento', 'pena', 'sufring', 'piedade', 'perda', 'pesar', 'após', 'ajustes']","['perda e lamentação', 'perda e lamentação', 'perda e lamentação']"
99,54,99_felicidade_pela_búsqueda_falsa,"['felicidade', 'pela', 'búsqueda', 'falsa', 'inseguir', 'esquiva', 'lutinha', 'busca', 'caminho', 'farsa']","['busca pela felicidade', 'busca pela felicidade', 'busca pela felicidade']"
100,54,100_impotência_incompreensão_desespero_irreverência,"['impotência', 'incompreensão', 'desespero', 'irreverência', 'inadequação', 'inconformidade', 'desesperança', 'insegurança', 'indecisão', '']","['desespero e impotência', 'desespero e impotência', 'desespero e impotência']"
101,54,101_saudades_longing_nostalgia_nostalgias,"['saudades', 'longing', 'nostalgia', 'nostalgias', 'revivescência', 'sobração', 'reminiscence', 'envelhecimento', 'and', 'reencontro']","['saudades e nostalgia', 'saudades e nostalgia', 'saudades e nostalgia']"
102,54,102_com_descontentamento_vida_adulta,"['com', 'descontentamento', 'vida', 'adulta', 'tristezas', 'desilusão', 'suas', 'cotidiana', 'reclamações', 'descrição']","['desilusão com a vida', 'desilusão com a vida', 'desilusão com a vida']"
103,54,103_isolamento_solidão_solitude_vulnerabilidade,"['isolamento', 'solidão', 'solitude', 'vulnerabilidade', '', '', '', '', '', '']","['solidão e isolamento', 'solidão e isolamento', 'isolamento e solidão']"
104,54,104_saudades_esquecimento_lembranças_memórias,"['saudades', 'esquecimento', 'lembranças', 'memórias', 'recordações', 'lembrar', 'perder', 'regretos', 'lembrança', 'cumpridas']","['saudades e lembranças', 'saudades e lembranças', 'lembranças e saudades']"
105,54,105_música_criatividade_arte_inspiração,"['música', 'criatividade', 'arte', 'inspiração', 'motivação', 'artística', 'musical', 'ritmo', 'invenção', 'criativa']","['música e criatividade', 'música e criatividade', 'música e criatividade']"
106,53,106_família_laços_afetivos_familiares,"['família', 'laços', 'afetivos', 'familiares', 'famíliares', 'humanos', 'familiar', 'relações', 'relacionamentos', 'aceitação']","['família e relacionamentos', 'família e relacionamentos', 'família e relacionamentos']"
107,52,107_desânimo_amoral_má_indefinição,"['desânimo', 'amoral', 'má', 'indefinição', 'issoção', 'incomodidade', 'pregaça', 'desilusão', 'insatisfação', 'desencontro']","['desilusão e desânimo', 'desilusão e desânimo', 'desilusão e desânimo']"
108,52,108_despedida_nostalgia_farewells_despedidas,"['despedida', 'nostalgia', 'farewells', 'despedidas', 'and', '', '', '', '', '']","['despedida e nostalgia', 'despedida e nostalgia', 'despedida e nostalgia']"
109,52,109_memórias_recordações_lembranças_nostalgia,"['memórias', 'recordações', 'lembranças', 'nostalgia', 'nostalgica', 'aniversários', 'nostalgicas', 'memories', 'and', 'memória']","['memórias e nostalgia', 'memórias e nostalgia', 'memórias e nostalgia']"
110,52,110_frustração_impotência_paciência_impaciência,"['frustração', 'impotência', 'paciência', 'impaciência', 'despeito', 'anseio', 'irritação', 'desacreditamento', 'desgaste', 'sufocação']","['frustração e impotência', 'frustração e impotência', 'frustração e impotência']"
111,52,111_longeza_extrema_saudade_,"['longeza', 'extrema', 'saudade', '', '', '', '', '', '', '']","['a saudade e a longeza', 'saudade e longeza', 'saudade e longeza']"
112,52,112_fim_uma_relação_termino,"['fim', 'uma', 'relação', 'termino', 'finalização', 'relacionamento', 'acrímonia', 'terminação', 'terminado', 'um']","['fim de relacionamento', 'fim de relacionamento', 'fim de relacionamento']"
113,51,113_comunicação_dificuldades_problemas_breakdowns,"['comunicação', 'dificuldades', 'problemas', 'breakdowns', 'communication', 'interpessoal', 'de', 'na', '', '']","['dificuldades de comunicação', 'dificuldades de comunicação', 'dificuldades de comunicação']"
114,51,114_confiança_comprometimento_posse_promessas,"['confiança', 'comprometimento', 'posse', 'promessas', 'entrega', 'vitória', 'compromisso', 'cortejo', 'vitoria', 'íntimos']","['confiança', 'confiança', 'confiança']"
115,51,115_desamor_ama_bagunçamento_oposição,"['desamor', 'ama', 'bagunçamento', 'oposição', 'malogrado', 'negação', 'desfeito', 'amar', 'odeio', 'ódio']","['amor e desamor', 'amor e desamor', 'amor e desamor']"
116,51,116_romântica_romantismo_romântico_romanticos,"['romântica', 'romantismo', 'romântico', 'romanticos', 'romanticismo', 'desagrado', 'desilusão', 'infeliz', 'frustrado', 'desespero']","['desilusão romântica', 'desilusão romântica', 'desilusão romântica']"
117,51,117_solidão_desespero_solitário_miséria,"['solidão', 'desespero', 'solitário', 'miséria', 'desesperança', 'depressão', 'infelicidade', 'tristeza', 'na', 'desilusão']","['desespero e solidão', 'desespero e solidão', 'desespero e solidão']"
